maker-ptg000014l-est_gff_est2genome-gene-0.0-mRNA-1	0
maker-ptg000014l-est_gff_est2genome-gene-7.191-mRNA-1	0
maker-ptg000014l-snap-gene-1.15-mRNA-1	906
maker-ptg000014l-snap-gene-1.16-mRNA-1	0
maker-ptg000014l-snap-gene-1.18-mRNA-1	0
maker-ptg000014l-snap-gene-1.19-mRNA-1	0
maker-ptg000014l-snap-gene-3.18-mRNA-1	188
maker-ptg000014l-snap-gene-4.37-mRNA-1	3086
maker-ptg000014l-snap-gene-4.48-mRNA-1	220
maker-ptg000014l-snap-gene-4.53-mRNA-1	13
maker-ptg000014l-snap-gene-4.57-mRNA-1	24
maker-ptg000014l-snap-gene-4.62-mRNA-1	6
maker-ptg000014l-snap-gene-4.64-mRNA-1	3
maker-ptg000014l-snap-gene-4.70-mRNA-1	191
maker-ptg000014l-snap-gene-4.73-mRNA-1	2
maker-ptg000014l-snap-gene-4.85-mRNA-1	299
maker-ptg000014l-snap-gene-4.87-mRNA-1	0
maker-ptg000014l-snap-gene-4.94-mRNA-1	0
maker-ptg000014l-snap-gene-4.96-mRNA-1	321
maker-ptg000014l-snap-gene-5.1-mRNA-1	1
maker-ptg000014l-snap-gene-6.18-mRNA-1	268
maker-ptg000014l-snap-gene-6.19-mRNA-1	13
maker-ptg000014l-snap-gene-6.26-mRNA-1	0
maker-ptg000014l-snap-gene-6.27-mRNA-1	1
maker-ptg000014l-snap-gene-6.29-mRNA-1	0
maker-ptg000014l-snap-gene-6.34-mRNA-1	460
maker-ptg000014l-snap-gene-7.105-mRNA-1	48
maker-ptg000014l-snap-gene-7.111-mRNA-1	1
maker-ptg000014l-snap-gene-7.118-mRNA-1	285
maker-ptg000014l-snap-gene-7.119-mRNA-1	5
maker-ptg000014l-snap-gene-7.124-mRNA-1	172
maker-ptg000014l-snap-gene-7.137-mRNA-1	2097
maker-ptg000014l-snap-gene-7.139-mRNA-1	1116
maker-ptg000014l-snap-gene-7.143-mRNA-1	0
maker-ptg000014l-snap-gene-7.144-mRNA-1	0
maker-ptg000014l-snap-gene-7.153-mRNA-1	461
maker-ptg000014l-snap-gene-7.162-mRNA-1	424
maker-ptg000014l-snap-gene-7.169-mRNA-1	681
maker-ptg000014l-snap-gene-7.84-mRNA-1	0
maker-ptg000014l-snap-gene-7.88-mRNA-1	6
maker-ptg000015l-augustus-gene-3.5-mRNA-1	0
maker-ptg000015l-augustus-gene-4.13-mRNA-1	0
maker-ptg000015l-augustus-gene-4.16-mRNA-1	0
maker-ptg000015l-augustus-gene-4.18-mRNA-1	0
maker-ptg000015l-augustus-gene-4.9-mRNA-1	0
maker-ptg000015l-augustus-gene-5.11-mRNA-1	0
maker-ptg000015l-augustus-gene-5.9-mRNA-1	0
maker-ptg000015l-augustus-gene-7.0-mRNA-1	1
maker-ptg000015l-augustus-gene-7.2-mRNA-1	2
maker-ptg000015l-est_gff_est2genome-gene-0.3-mRNA-1	1
maker-ptg000015l-est_gff_est2genome-gene-1.4-mRNA-1	1
maker-ptg000015l-est_gff_est2genome-gene-3.4-mRNA-1	0
maker-ptg000015l-est_gff_est2genome-gene-4.6-mRNA-1	3
maker-ptg000015l-est_gff_est2genome-gene-5.14-mRNA-1	0
maker-ptg000015l-est_gff_est2genome-gene-5.15-mRNA-1	0
maker-ptg000015l-est_gff_est2genome-gene-6.4-mRNA-1	0
maker-ptg000015l-est_gff_est2genome-gene-7.7-mRNA-1	0
